1	3454.000000
2	1158.000000
3	608.000000
4	371.000000
5	285.000000
6	179.000000
7	169.000000
8	136.000000
9	98.000000
10	94.000000
11	70.000000
12	55.000000
13	55.000000
14	57.000000
15	37.000000
16	33.000000
17	27.000000
18	37.000000
19	26.000000
20	31.000000
21	26.000000
22	24.000000
23	22.000000
24	17.000000
25	20.000000
26	13.000000
27	15.000000
28	7.000000
29	10.000000
30	15.000000
31	17.000000
32	11.000000
33	12.000000
34	6.000000
35	11.000000
36	8.000000
37	7.000000
38	6.000000
39	9.000000
40	8.000000
41	4.000000
42	9.000000
43	2.000000
44	6.000000
45	6.000000
46	4.000000
47	5.000000
48	7.000000
49	2.000000
50	5.000000
51	11.000000
52	5.000000
53	2.000000
54	5.000000
55	4.000000
56	4.000000
57	4.000000
58	2.000000
59	3.000000
61	2.000000
62	1.000000
63	5.000000
64	1.000000
65	1.000000
66	2.000000
67	7.000000
68	3.000000
69	2.000000
70	1.000000
71	2.000000
73	2.000000
74	2.000000
75	1.000000
76	2.000000
77	3.000000
78	4.000000
79	2.000000
80	3.000000
81	1.000000
82	1.000000
83	2.000000
84	5.000000
85	1.000000
86	1.000000
87	1.000000
88	3.000000
89	1.000000
90	2.000000
91	1.000000
92	1.000000
94	1.000000
95	3.000000
97	2.000000
98	2.000000
99	1.000000
100	1.000000
102	1.000000
103	1.000000
104	1.000000
105	1.000000
108	1.000000
109	1.000000
111	1.000000
116	1.000000
120	1.000000
122	1.000000
123	2.000000
125	2.000000
126	1.000000
128	1.000000
130	2.000000
132	1.000000
133	1.000000
135	2.000000
137	2.000000
141	1.000000
142	1.000000
146	1.000000
148	1.000000
149	1.000000
150	1.000000
152	1.000000
154	1.000000
159	2.000000
164	1.000000
167	1.000000
179	1.000000
180	1.000000
181	1.000000
191	1.000000
194	1.000000
196	1.000000
207	1.000000
209	1.000000
213	1.000000
214	1.000000
215	1.000000
217	1.000000
229	1.000000
236	1.000000
253	1.000000
267	1.000000
293	1.000000
296	1.000000
544	1.000000
1059	1.000000
