1	0.462631
2	0.155103
3	0.081436
4	0.049692
5	0.038173
6	0.023975
7	0.022636
8	0.018216
9	0.013126
10	0.012590
11	0.009376
12	0.007367
13	0.007367
14	0.007635
15	0.004956
16	0.004420
17	0.003616
18	0.004956
19	0.003482
20	0.004152
21	0.003482
22	0.003215
23	0.002947
24	0.002277
25	0.002679
26	0.001741
27	0.002009
28	0.000938
29	0.001339
30	0.002009
31	0.002277
32	0.001473
33	0.001607
34	0.000804
35	0.001473
36	0.001072
37	0.000938
38	0.000804
39	0.001205
40	0.001072
41	0.000536
42	0.001205
43	0.000268
44	0.000804
45	0.000804
46	0.000536
47	0.000670
48	0.000938
49	0.000268
50	0.000670
51	0.001473
52	0.000670
53	0.000268
54	0.000670
55	0.000536
56	0.000536
57	0.000536
58	0.000268
59	0.000402
61	0.000268
62	0.000134
63	0.000670
64	0.000134
65	0.000134
66	0.000268
67	0.000938
68	0.000402
69	0.000268
70	0.000134
71	0.000268
73	0.000268
74	0.000268
75	0.000134
76	0.000268
77	0.000402
78	0.000536
79	0.000268
80	0.000402
81	0.000134
82	0.000134
83	0.000268
84	0.000670
85	0.000134
86	0.000134
87	0.000134
88	0.000402
89	0.000134
90	0.000268
91	0.000134
92	0.000134
94	0.000134
95	0.000402
97	0.000268
98	0.000268
99	0.000134
100	0.000134
102	0.000134
103	0.000134
104	0.000134
105	0.000134
108	0.000134
109	0.000134
111	0.000134
116	0.000134
120	0.000134
122	0.000134
123	0.000268
125	0.000268
126	0.000134
128	0.000134
130	0.000268
132	0.000134
133	0.000134
135	0.000268
137	0.000268
141	0.000134
142	0.000134
146	0.000134
148	0.000134
149	0.000134
150	0.000134
152	0.000134
154	0.000134
159	0.000268
164	0.000134
167	0.000134
179	0.000134
180	0.000134
181	0.000134
191	0.000134
544	0.000134
194	0.000134
196	0.000134
207	0.000134
209	0.000134
1059	0.000134
213	0.000134
214	0.000134
215	0.000134
217	0.000134
229	0.000134
236	0.000134
253	0.000134
267	0.000134
293	0.000134
296	0.000134
